template,line,type,class,source
"templates/profile.html",322,"fontawesome","fas fa-inbox fa-2x text-muted mb-2","<i class=""fas fa-inbox fa-2x text-muted mb-2""></i>"
"templates/profile.html",335,"fontawesome","fas fa-chart-pie me-2","<i class=""fas fa-chart-pie me-2""></i>Бързи статистики"
"templates/profile.html",424,"fontawesome","fas fa-spinner fa-spin me-1","'<i class=""fas fa-spinner fa-spin me-1""></i>Запазване...';"
"templates/profile.html",449,"fontawesome","fas fa-check-circle text-success","<i class=""fas fa-check-circle text-success""></i>"
"templates/profile_requester.html",18,"fontawesome","fas fa-sign-out-alt me-1","<i class=""fas fa-sign-out-alt me-1""></i>{{ _('Déconnexion demandeur') }}"
"templates/register.html",75,"fontawesome","fas fa-moon","<i class=""fas fa-moon""></i>"
"templates/register.html",90,"fontawesome","fas fa-user-plus me-3","<h1><i class=""fas fa-user-plus me-3""></i>Присъединете се към нас</h1>"
"templates/register.html",125,"fontawesome","fab fa-google me-2","<i class=""fab fa-google me-2""></i>Регистрирай се с Google"
"templates/register.html",136,"fontawesome","fas fa-user me-2","<i class=""fas fa-user me-2""></i>Потребителско име *"
"templates/register.html",151,"fontawesome","fas fa-envelope me-2","<i class=""fas fa-envelope me-2""></i>Имейл адрес *"
"templates/register.html",166,"fontawesome","fas fa-lock me-2","<i class=""fas fa-lock me-2""></i>Парола *"
"templates/register.html",192,"fontawesome","fas fa-lock me-2","<i class=""fas fa-lock me-2""></i>Потвърди парола *"
"templates/register.html",207,"fontawesome","fas fa-id-card me-2","<i class=""fas fa-id-card me-2""></i>ЕГН (по избор)"
"templates/register.html",223,"fontawesome","fas fa-users me-2","<i class=""fas fa-users me-2""></i>Тип на акаунта"
"templates/register.html",282,"fontawesome","fas fa-user-plus me-2","<i class=""fas fa-user-plus me-2""></i>Създай акаунт"
"templates/register.html",407,"fontawesome","fas fa-spinner fa-spin me-2","'<i class=""fas fa-spinner fa-spin me-2""></i>Регистриране...';"
"templates/register.html",414,"fontawesome","fas fa-user-plus me-2","'<i class=""fas fa-user-plus me-2""></i>Създай акаунт';"
"templates/video_chat.html",16,"fontawesome","fas fa-arrow-left me-2","<i class=""fas fa-arrow-left me-2""></i>Назад към начало"
"templates/volunteer_login.html",24,"fontawesome","fas fa-user-shield fa-3x mb-3","<i class=""fas fa-user-shield fa-3x mb-3""></i>"
"templates/volunteer_login.html",51,"fontawesome","fas fa-envelope me-2","<i class=""fas fa-envelope me-2""></i>{{ _(""Email address"") }}"
"templates/volunteer_login.html",64,"fontawesome","fas fa-envelope","<i class=""fas fa-envelope""></i>"
"templates/volunteer_login.html",70,"fontawesome","fas fa-paper-plane me-2","<i class=""fas fa-paper-plane me-2""></i>{{ _(""Recevoir mon lien de connexion"") }}"
"templates/volunteer_login.html",87,"fontawesome","fas fa-user-plus me-1","<i class=""fas fa-user-plus me-1""></i>{{ _(""Demander un accès intervenant"") }}"
"templates/volunteer_login.html",92,"fontawesome","fas fa-home me-1","<i class=""fas fa-home me-1""></i>{{ _(""Back to home page"") }}"
"templates/volunteer_login.html",97,"fontawesome","fas fa-user me-1","<i class=""fas fa-user me-1""></i>{{ _(""Login as a requester"") }}"
"templates/volunteer_login.html",132,"fontawesome","fas fa-spinner fa-spin me-2","'<i class=""fas fa-spinner fa-spin me-2""></i>{{ _(""Sending..."") }}';"
"templates/volunteer_request_details.html",168,"fontawesome","fas fa-info-circle me-1","<i class=""fas fa-info-circle me-1""></i>"
"templates/volunteer_verify_code.html",24,"fontawesome","fas fa-shield-alt fa-3x mb-3","<i class=""fas fa-shield-alt fa-3x mb-3""></i>"
"templates/volunteer_verify_code.html",53,"fontawesome","fas fa-info-circle me-2","<i class=""fas fa-info-circle me-2""></i>"
"templates/volunteer_verify_code.html",63,"fontawesome","fas fa-key me-2","<i class=""fas fa-key me-2""></i>Код за достъп"
"templates/volunteer_verify_code.html",82,"fontawesome","fas fa-check me-2","<i class=""fas fa-check me-2""></i>Верифицирай и влез"
"templates/volunteer_verify_code.html",89,"fontawesome","fas fa-arrow-left me-1","<i class=""fas fa-arrow-left me-1""></i>Обратно към вход"
"templates/volunteer_verify_code.html",94,"fontawesome","fas fa-envelope me-1","<i class=""fas fa-envelope me-1""></i>Изпрати кода отново"
"templates/volunteer_verify_code.html",99,"fontawesome","fas fa-home me-1","<i class=""fas fa-home me-1""></i>Начало"
"templates/volunteer_verify_code.html",161,"fontawesome","fas fa-spinner fa-spin me-1","'<i class=""fas fa-spinner fa-spin me-1""></i>Изпращане...';"
"templates/admin/request_details.html",24,"bootstrap-icons","bi {{ sm.icon }} me-1","<i class=""bi {{ sm.icon }} me-1""></i>{{ sm.label }}"
